name,nn,nnr,ir,lr,mvr,spline
beta_88,0.3369985498612236,0.5131174474877382,0.6279369485382327,0.9112078651685394,0.6344987495017634,0.7590412962655271
beta_89,0.3985759772362276,0.5099703930724154,0.6183445825676679,0.8162046908315566,0.6329975660099306,0.7464602480028405
beta_9,0.08003360851695661,0.44754417317137446,0.5320145210443548,0.6604315628870803,0.3909512546812819,0.4767219162234654
beta_90,0.285487595247626,0.5131133407814639,0.6032887827114581,0.8589565217391305,0.649269088134814,0.759723725273207
beta_91,0.3383112088013172,0.5069259535942072,0.6057144918425468,0.7750510204081633,0.6338969398768257,0.7500386957213598
beta_92,0.35214426817423256,0.5084784393789815,0.5755760625176349,0.9221556886227545,0.6351548019825464,0.7169527649520884
beta_93,0.3028406602871617,0.5094040195403782,0.6123236267978425,0.8373661670235546,0.6493940639327223,0.7540787153723107
beta_94,0.35734929097245194,0.5114955513533119,0.6189453299375296,0.7749253731343284,0.6399349658645034,0.7655142304936093
beta_95,0.33840127871931996,0.5124692144160637,0.6201492561724873,0.8616666666666667,0.6309793032525574,0.7545001634804647
beta_96,0.09435833703579195,0.5092596500698962,0.6177125097058711,0.8494082840236687,0.6351283386495332,0.7229376947127133
beta_97,0.24761566946221336,0.5105353882119937,0.6217455544916886,0.8272706422018349,0.6514994164041161,0.7286015758535889
beta_98,0.35883513312500803,0.5124492847152369,0.6237723825254994,0.9,0.6366178053148237,0.7759570390644941
beta_99,0.3596573637107018,0.5115038009436306,0.6230043683431872,0.9187935034802784,0.6523539615892902,0.7642959492439388
logis_1,0.07915800824865649,0.448921896220366,0.5317821268145726,0.6601380721043212,0.302664137527548,0.5215480576017869
logis_10,0.07905890960443639,0.44770775697947046,0.526629903508802,0.6601246728501189,0.3121232027686328,0.5180153068963018
logis_100,0.4112477094206678,0.509314556807082,0.6093505722526171,0.7050000000000001,0.6298504622225618,0.7423152270010718
logis_101,0.41692522339761967,0.507648637609657,0.6052313307539328,0.7008743169398908,0.6256620205915284,0.7462283748012128
logis_102,0.231699503167403,0.5093288982002144,0.6155312177296992,0.7170886075949368,0.6484918692510261,0.7321769649030399
logis_103,0.416849502517216,0.5082073914309637,0.6093961832961745,0.7042767295597485,0.632500255556947,0.7169273158618303
